probe	GC	102-11C_S3_L001_coverage	126-11c_S9_L001_coverage	1ES86798_S2_L001_coverage	1EV02973_S11_L001_coverage	1EV02981_S8_L001_coverage	2KK58589_S7_L001_coverage	2KR049010_S2_L001_coverage	512022_S1_L001_coverage	BL37577_S10_L001_coverage	BL37590_S4_L001_coverage	C00413_S5_L001_coverage	C00434_S6_L001_coverage	CC50362-2_S1_L001_coverage	CC50362-3_S4_L001_coverage	IMIN44_S12_L001_coverage	ZL10_S3_L001_coverage
HtScaffold0002:15339-15458	34.1	100	100	0	0	0	0	24.1667	0	0	0	0	100	0	0	0	0
HtScaffold0002:17283-17402	25.0	100	100	0	0	0	0	0	0	0	0	0	94.1667	0	0	0	0
HtScaffold0002:17762-17881	32.5	100	100	11.6667	0	0	0	100	10.8333	0	0	3.33333	100	100	100	0	0
HtScaffold0002:17882-18001	30.8	100	100	78.3333	0	0	0	100	100	0	0	100	100	100	100	0	0
HtScaffold0002:18002-18121	34.1	100	100	0	0	0	0	100	100	0	0	28.3333	100	100	100	0	0
HtScaffold0002:18122-18241	29.1	100	100	0	0	0	0	100	25.8333	0	0	0	100	68.3333	77.5	0	0
HtScaffold0002:18242-18361	18.3	100	96.6667	0	0	0	0	91.6667	0	0	0	0	100	0	0	0	0
HtScaffold0002:18362-18481	35.8	100	100	0	0	0	0	100	37.5	0	42.5	0	100	0	0	0	0
HtScaffold0002:18482-18601	31.6	100	100	0	0	0	0	100	93.3333	0	40	98.3333	100	60.8333	85.8333	0	0
HtScaffold0002:18602-18721	28.3	100	100	0	0	0	0	100	100	0	100	75.8333	100	100	100	0	0
HtScaffold0002:18722-18841	23.3	100	100	0	0	41.6667	0	100	100	22.5	100	0	100	100	100	0	0
HtScaffold0002:18842-18961	31.6	100	100	79.1667	0	100	24.1667	100	100	100	100	60.8333	100	100	100	0	0
HtScaffold0002:18962-19081	29.1	100	100	100	0	100	100	100	100	100	100	100	100	100	100	0	0
HtScaffold0002:19082-19201	34.1	100	100	83.3333	0	100	79.1667	100	100	67.5	100	98.3333	100	100	100	0	0
HtScaffold0002:19202-19321	29.1	100	100	0	0	38.3333	0	100	65.8333	0	100	0	100	100	100	0	0
HtScaffold0002:19243-19362	27.5	100	100	0	0	4.16667	0	100	31.6667	0	95.8333	0	100	86.6667	94.1667	0	0
HtScaffold0002:24282-24401	19.1	100	89.1667	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0002:24852-24971	24.1	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
HtScaffold0002:25281-25400	32.5	100	100	0	0	0	0	5.83333	0	0	0	0	100	0	0	0	0
HtScaffold0002:25401-25520	20.8	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0002:25521-25640	22.5	100	100	0	0	0	0	100	0	0	0	40	100	0	0	0	0
HtScaffold0002:25641-25760	28.3	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0002:25761-25880	24.1	100	100	7.5	0	0	0	100	0	0	0	90	100	2.5	0	0	0
HtScaffold0002:25881-26000	33.3	100	100	51.6667	36.6667	36.6667	29.1667	100	35	0	0	36.6667	100	45	47.5	0	0
HtScaffold0002:26001-26120	20.0	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0002:26121-26240	26.6	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0002:26241-26360	23.3	100	100	0	0	0	0	100	0	0	0	6.66667	100	0	0	0	0
HtScaffold0002:26361-26480	25.0	100	100	0	0	0	0	70.8333	0	0	0	100	100	0	0	0	0
HtScaffold0002:26481-26600	28.3	100	100	0	0	0	0	0	0	0	0	18.3333	100	0	0	0	0
HtScaffold0002:26601-26720	25.8	100	100	0	0	0	0	36.6667	0	0	0	0	100	0	0	0	0
HtScaffold0002:26721-26840	33.3	100	100	65	0	0	0	99.1667	0	0	0	0	100	0	0	0	0
HtScaffold0002:26841-26960	19.1	100	100	71.6667	0	0	0	30	0	0	0	0	100	0	0	0	0
HtScaffold0002:26961-27080	22.5	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0002:27081-27200	23.3	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0002:27201-27320	24.1	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0002:27321-27440	21.6	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0002:27441-27560	23.3	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0002:27561-27680	24.1	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0002:27681-27800	27.5	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0002:27801-27920	29.1	100	100	0	0	0	0	99.1667	0	0	0	88.3333	100	2.5	2.5	0	0
HtScaffold0002:27914-28033	32.5	100	100	46.6667	0	0	0	100	0	0	0	35	100	96.6667	96.6667	0	0
HtScaffold0002:30223-30342	29.1	100	100	0	0	0	0	100	0	0	0	5.83333	100	0	0	0	0
HtScaffold0002:30343-30462	34.1	100	100	0	0	0	0	100	15	0	0	100	100	0	0	0	0
HtScaffold0002:30463-30582	32.5	100	100	0	0	0	0	100	100	0	0	94.1667	100	96.6667	0	66.6667	98.3333
HtScaffold0002:30583-30702	37.5	100	100	0	0	0	0	100	100	0	0	100	100	22.5	28.3333	0	10.8333
HtScaffold0002:30703-30822	33.3	100	100	0	0	10.8333	0	100	88.3333	0	54.1667	35	100	99.1667	99.1667	0	0
HtScaffold0002:30823-30942	30.0	100	100	98.3333	0	100	0	100	100	67.5	100	0	100	100	100	0	0
HtScaffold0002:30943-31062	32.5	100	100	100	0	100	0	100	100	100	100	0	100	100	100	0	0
HtScaffold0002:31063-31182	33.3	100	100	100	0	100	0	100	100	0.833333	100	51.6667	100	100	100	0	0
HtScaffold0002:31183-31302	30.8	100	100	66.6667	0	24.1667	0	100	93.3333	0	100	100	100	100	100	0	0
HtScaffold0002:31303-31422	30.8	100	100	0	0	0	0	100	0	0	5	25	100	100	100	0	0
HtScaffold0002:31423-31542	30.0	100	100	0	0	0	0	100	0	0	0	0	100	16.6667	28.3333	0	0
HtScaffold0002:31543-31662	26.6	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0002:31663-31782	44.1	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0002:31783-31902	24.1	100	100	0	0	0	0	61.6667	0	0	0	0	100	0	0	0	0
HtScaffold0002:31903-32022	27.5	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0002:32023-32142	30.0	100	100	0	0	0	0	98.3333	0	0	0	0	100	0	0	0	0
HtScaffold0002:32143-32262	30.8	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0002:32263-32382	30.0	100	100	0	0	0	0	100	0	0	0	39.1667	100	0	0	0	0
HtScaffold0002:32313-32432	27.5	100	100	0	0	0	0	100	0	0	0	80.8333	100	0	0	0	0
HtScaffold0002:33621-33740	34.1	100	100	0	0	0	0	100	0	0	0	36.6667	100	0	0	0	0
HtScaffold0002:33741-33860	29.1	100	100	0	0	0	0	100	0	0	0	100	100	0	16.6667	0	0
HtScaffold0002:33861-33980	34.1	100	100	0	0	0	0	100	0	0	0	100	100	0	100	0	0
HtScaffold0002:33981-34100	29.1	100	100	31.6667	0	0	0	100	0	0	0	100	100	65.8333	100	0	0
HtScaffold0002:34101-34220	29.1	100	100	100	0	0	0	100	0	0	0	75.8333	100	100	100	0	0
HtScaffold0002:34221-34340	40.0	100	100	70	0	0	43.3333	100	0	0	0	100	100	75.8333	100	0	0
HtScaffold0002:34341-34460	30.8	100	100	0	0	0	0	84.1667	0	0	0	92.5	100	0	45	0	0
HtScaffold0002:34461-34580	30.8	100	100	0	0	0	0	100	0	0	0	10.8333	100	0	0	0	0
HtScaffold0002:34573-34692	29.1	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0002:34865-34984	34.1	100	100	0	0	0	0	100	0	0	0	56.6667	100	0	0	0	0
HtScaffold0002:34961-35080	32.5	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0002:37150-37269	30.8	100	100	0	0	12.5	0	100	0	0	80	85.8333	100	64.1667	80	0	0
HtScaffold0002:37270-37389	30.0	100	100	72.5	0	100	7.5	100	0	98.3333	100	100	100	100	100	0	0
HtScaffold0002:37390-37509	31.6	100	100	100	0	100	100	100	0	100	100	100	100	100	100	0	0
HtScaffold0002:37510-37629	40.0	100	100	68.3333	24.1667	67.5	37.5	100	25	30.8333	82.5	100	100	75.8333	75.8333	25	25
HtScaffold0002:37630-37749	35.0	100	100	0	0	0	0	100	0	0	0	39.1667	100	0	0	0	0
HtScaffold0002:37750-37869	29.1	100	100	0	0	0	0	100	0	0	0	33.3333	100	0	40	0	0
HtScaffold0002:37870-37989	27.5	100	100	0	0	0	0	100	24.1667	0	0	100	100	39.1667	99.1667	0	0
HtScaffold0002:37990-38109	33.3	100	100	77.5	0	22.5	0	100	100	95	95	61.6667	100	100	100	0	0
HtScaffold0002:38110-38229	35.0	100	100	100	0	100	0	100	13.3333	100	100	100	100	100	100	0	0
HtScaffold0002:38230-38349	26.6	100	100	100	0	100	0	100	0	100	100	23.3333	100	100	100	0	0
HtScaffold0002:38350-38469	34.1	100	100	86.6667	0	100	0	100	0	36.6667	100	7.5	100	100	100	0	0
HtScaffold0002:38470-38589	35.8	100	100	0	0	94.1667	0	100	0	0	100	100	100	94.1667	100	0	0
HtScaffold0002:38590-38709	31.6	100	100	0	0	0	0	100	0	0	75	49.1667	100	0	21.6667	0	0
HtScaffold0002:38710-38829	41.6	100	100	0	0	0	0	100	0	0	0	5	100	0	100	0	0
HtScaffold0002:38830-38949	39.1	100	100	0	0	0	0	100	0	0	0	100	100	0	11.6667	0	0
HtScaffold0002:38950-39069	43.3	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0002:39070-39189	43.3	100	100	0	0	0	0	69.1667	0	0	0	35.8333	100	0	0	0	0
HtScaffold0002:39190-39309	37.5	100	100	0	0	0	0	100	0	0	0	67.5	100	0	0	0	0
HtScaffold0002:39310-39429	50.0	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0002:39430-39549	36.6	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0002:39550-39669	35.8	100	100	0	0	0	0	100	0	0	0	71.6667	100	0	0	0	0
HtScaffold0002:39670-39789	34.1	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0002:39790-39909	37.5	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0002:39910-40029	33.3	100	100	0	0	0	0	100	0	0	0	0	100	42.5	42.5	0	0
HtScaffold0002:40030-40149	34.1	100	100	7.5	0	0	0	100	0	0	75	33.3333	100	100	100	0	0
HtScaffold0002:40150-40269	26.6	100	100	100	0	0	0	100	0	0	100	100	100	100	100	0	0
HtScaffold0002:40263-40382	31.6	100	100	100	0	0	0	100	0	0	100	61.6667	100	100	100	0	0
HtScaffold0002:56591-56710	22.5	100	100	0	0	0	0	0	0	22.5	0	0	100	0	0	0	0
HtScaffold0002:56728-56847	20.8	100	90	0	0	0	0	0	0	100	0	0	100	0	0	0	0
HtScaffold0002:56934-57053	27.5	100	20	0	0	0	16.6667	18.3333	0	65	0	14.1667	100	20	8.33333	0	20
HtScaffold0002:60473-60592	33.3	100	100	69.1667	0	76.6667	0	100	0	0	76.6667	0	100	69.1667	69.1667	0	0
HtScaffold0002:60621-60740	31.6	100	100	100	0	100	28.3333	100	71.6667	59.1667	100	100	100	100	100	0	0
HtScaffold0002:60741-60860	29.1	100	100	100	0	100	100	100	100	100	100	100	100	100	100	0	0
HtScaffold0002:60861-60980	35.0	100	100	100	0.833333	100	100	100	100	100	100	100	100	100	100	0	0
HtScaffold0002:60981-61100	31.6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	0
HtScaffold0002:61101-61220	27.5	100	100	100	100	100	89.1667	100	100	96.6667	100	100	100	100	100	0	0
HtScaffold0002:61221-61340	27.5	100	100	82.5	41.6667	97.5	0	100	66.6667	0	100	23.3333	100	100	100	0	0
HtScaffold0002:61341-61460	27.5	100	100	28.3333	0	0	0	100	0	0	37.5	0	100	60	87.5	0	0
HtScaffold0002:61381-61500	30.8	100	100	5.83333	0	0	0	100	0	0	4.16667	0	100	26.6667	54.1667	0	0
HtScaffold0003:10151-10270	26.6	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0003:10485-10604	34.1	100	100	100	0	100	100	100	0	35	100	0	100	100	100	0	0
HtScaffold0003:10605-10724	28.3	100	100	100	0	100	36.6667	100	0	70.8333	100	0	100	100	100	0	0
HtScaffold0003:10725-10844	23.3	100	100	100	0	88.3333	0	100	0	100	100	0	100	100	100	0	0
HtScaffold0003:10845-10964	30.0	100	100	100	0	0	0	100	0	18.3333	30.8333	58.3333	100	100	100	0	0
HtScaffold0003:10965-11084	33.3	100	100	100	0	0	0	100	0	0	30.8333	88.3333	100	100	100	0	0
HtScaffold0003:11085-11204	32.5	100	100	28.3333	0	66.6667	0	100	76.6667	0	100	100	100	100	100	0	0
HtScaffold0003:11205-11324	33.3	100	100	0	0	100	0	100	100	0	100	65.8333	100	96.6667	100	0	0
HtScaffold0003:11325-11444	34.1	100	100	88.3333	0	35.8333	88.3333	100	20.8333	0	100	0	100	100	100	0	0
HtScaffold0003:11445-11564	37.5	100	100	100	0	0	100	100	0	0	66.6667	0	100	100	100	0	98.3333
HtScaffold0003:11510-11629	33.3	100	100	100	0	0	79.1667	100	0	0	12.5	0	100	100	100	0	100
HtScaffold0003:49787-49906	27.5	100	100	100	0	100	100	100	0	0	100	35	100	100	100	0	0
HtScaffold0003:49907-50026	28.3	100	100	95.8333	0	74.1667	31.6667	100	0	0	80.8333	100	100	100	100	0	0
HtScaffold0003:50027-50146	33.3	100	100	0	0	0	0	83.3333	0	0	0	100	100	3.33333	3.33333	0	0
HtScaffold0003:50147-50266	35.8	100	100	51.6667	78.3333	75.8333	75.8333	81.6667	42.5	58.3333	67.5	85	100	83.3333	83.3333	36.6667	0
HtScaffold0003:50267-50386	31.6	100	100	1.66667	0	15.8333	12.5	35.8333	5.83333	5.83333	0	15.8333	100	14.1667	5.83333	0	0
HtScaffold0003:50387-50506	26.6	100	100	0	0	0	0	100	0	0	0	8.33333	100	0	0	0	0
HtScaffold0003:50507-50626	22.5	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0003:50627-50746	32.5	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0003:50747-50866	29.1	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0003:50867-50986	27.5	100	100	0	0	0	0	97.5	0	0	0	100	100	0	0	0	0
HtScaffold0003:50987-51106	25.0	100	100	0	0	92.5	0	100	0	0	97.5	71.6667	100	92.5	92.5	0	0
HtScaffold0003:51107-51226	26.6	100	100	0	0	53.3333	0	100	0	0	100	0	100	99.1667	99.1667	0	0
HtScaffold0003:51227-51346	33.3	100	100	37.5	0	0	0	100	0	0	97.5	0	100	100	100	0	0
HtScaffold0003:51347-51466	31.6	100	100	100	0	95	0	100	0	0	100	0	100	100	100	0	0
HtScaffold0003:51467-51586	30.0	100	100	66.6667	0	99.1667	0	100	0	0	62.5	0	100	100	100	0	0
HtScaffold0003:51587-51706	35.0	100	100	0	0	0	0	100	0	0	0	0	100	39.1667	39.1667	0	0
HtScaffold0003:51707-51826	29.1	100	100	30	32.5	27.5	0	100	33.3333	32.5	23.3333	30	100	32.5	29.1667	0	22.5
HtScaffold0003:51827-51946	35.0	100	100	17.5	66.6667	5.83333	0	40	46.6667	5.83333	5.83333	22.5	100	41.6667	43.3333	0	6.66667
HtScaffold0003:51947-52066	32.5	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0003:52067-52186	31.6	100	100	0	0	0	0	97.5	0	0	0	53.3333	100	0	0	0	0
HtScaffold0003:52187-52306	36.6	100	100	0	0	0	0	49.1667	0	0	0	100	100	0	43.3333	0	0
HtScaffold0003:52307-52426	43.3	100	100	0	0	0	0	0	0	0	0	86.6667	100	0	88.3333	0	0
HtScaffold0003:52427-52546	25.0	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
HtScaffold0003:52547-52666	20.8	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
HtScaffold0003:52667-52786	29.1	100	100	0	0	0	0	49.1667	0	0	0	5	100	0	0	0	0
HtScaffold0003:52787-52906	23.3	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0003:52852-52971	27.5	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0003:56777-56896	37.5	100	100	0	0	0	0	100	0	0	93.3333	70.8333	100	0	0	0	0
HtScaffold0003:56897-57016	35.8	100	100	0	0	0	0	100	48.3333	0	100	100	100	80	80.8333	0	0
HtScaffold0003:57017-57136	39.1	100	100	13.3333	0	0	0	100	99.1667	0	100	100	100	100	100	0	0
HtScaffold0003:57106-57225	33.3	100	100	87.5	0	0	0	100	98.3333	0	100	100	100	100	100	0	0
HtScaffold0003:57354-57473	34.1	100	100	0	0	0	0	17.5	0	0	0	0	100	0	0	0	0
HtScaffold0003:57394-57513	34.1	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0003:57458-57577	30.8	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0003:59316-59435	35.0	100	100	100	0	100	0	100	0	75	100	52.5	100	100	100	0	0
HtScaffold0003:59436-59555	29.1	100	100	100	0	100	0	100	0	0	100	0	100	100	100	0	0
HtScaffold0003:59556-59675	35.8	100	100	100	0	100	0	100	0	0	100	76.6667	100	100	100	0	0
HtScaffold0003:59676-59795	32.5	100	100	100	0	100	73.3333	100	71.6667	12.5	100	100	100	100	100	0	0
HtScaffold0003:59796-59915	30.8	100	100	100	0	100	30	100	100	100	100	74.1667	100	100	100	0	0
HtScaffold0003:59916-60035	28.3	100	100	100	0	97.5	0	100	22.5	84.1667	100	0	100	100	100	0	0
HtScaffold0003:60036-60155	27.5	100	100	25	0	0	0	100	0	0	55	0	100	93.3333	100	0	0
HtScaffold0003:60156-60275	33.3	100	100	0	0	0	0	100	0	0	0	0	100	0	99.1667	0	0
HtScaffold0003:60276-60395	29.1	100	100	0	0	0	0	100	0	0	0	0	100	0	5	0	0
HtScaffold0003:60396-60515	33.3	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0003:60516-60635	22.5	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0003:60636-60755	25.0	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0003:60756-60875	25.8	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0003:60798-60917	30.8	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0003:6562-6681	22.5	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0003:6682-6801	26.6	100	100	17.5	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0003:6802-6921	21.6	100	100	93.3333	0	0	0	100	0	0	0	23.3333	100	88.3333	88.3333	22.5	0
HtScaffold0003:6922-7041	27.5	100	100	78.3333	0	0	0	100	0	0	0	100	100	100	100	71.6667	0
HtScaffold0003:7042-7161	32.5	100	100	0	0	0	0	100	0	0	3.33333	100	100	30	30	0	0
HtScaffold0003:7162-7281	15.0	100	100	0	0	0	0	12.5	0	0	17.5	56.6667	100	0	0	0	0
HtScaffold0003:7282-7401	27.5	100	100	0	0	0	0	89.1667	0	0	0	0	100	0	0	0	0
HtScaffold0003:7402-7521	23.3	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0003:7522-7641	25.8	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0003:7642-7761	28.3	100	100	0	0	0	0	100	0	0	0	0	100	0	5.83333	0	0
HtScaffold0003:77089-77208	26.6	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
HtScaffold0003:77408-77527	33.3	100	100	0	0	100	0	100	0	0	100	0	100	0	0	0	0
HtScaffold0003:77428-77547	34.1	100	100	0	0	100	0	100	0	0	100	0	100	0	0	0	0
HtScaffold0003:7762-7881	27.5	100	100	0	0	0	0	100	0	0	0	0	100	0	99.1667	0	0
HtScaffold0003:77740-77859	21.6	100	100	2.5	0	60	0.833333	98.3333	0	0	60	0	100	56.6667	62.5	0	0
HtScaffold0003:77744-77863	21.6	100	100	5.83333	0	56.6667	4.16667	98.3333	0	0	56.6667	1.66667	100	53.3333	62.5	0	0
HtScaffold0003:77806-77925	20.8	100	100	57.5	0	5	49.1667	97.5	0	0	5	53.3333	78.3333	1.66667	25.8333	0	0
HtScaffold0003:77848-77967	27.5	100	100	92.5	1.66667	0	68.3333	98.3333	10	8.33333	16.6667	88.3333	43.3333	25.8333	39.1667	6.66667	15
HtScaffold0003:78049-78168	29.1	100	100	90	0	93.3333	90	100	0	0	99.1667	100	100	91.6667	91.6667	0	0
HtScaffold0003:78076-78195	31.6	100	100	100	0	100	85.8333	100	0	0	100	100	100	100	100	0	0
HtScaffold0003:78456-78575	29.1	100	100	0	0	100	0	100	0	88.3333	100	0	100	88.3333	88.3333	0	0
HtScaffold0003:7882-8001	27.5	100	100	21.6667	0	25.8333	0	99.1667	0	0	25.8333	0	100	26.6667	26.6667	0	0
HtScaffold0003:8002-8121	33.3	100	100	100	0	100	0	100	0	0	100	85	100	100	100	0	0
HtScaffold0003:80516-80635	35.8	100	100	0	0	0	0	100	0	0	0	0	100	79.1667	26.6667	0	0
HtScaffold0003:80564-80683	33.3	100	100	0	0	0	0	100	0	0	0	0	100	99.1667	66.6667	0	0
HtScaffold0003:80718-80837	25.8	100	100	0	0	0	0	100	0	0	96.6667	0	100	100	100	0	0
HtScaffold0003:80838-80957	23.3	100	100	83.3333	0	62.5	0	100	0	0	100	77.5	100	100	100	0	0
HtScaffold0003:80958-81077	25.8	100	100	100	32.5	100	0	100	89.1667	87.5	100	59.1667	100	100	100	0	0
HtScaffold0003:81078-81197	30.0	100	100	86.6667	60	100	0	100	100	10	100	0	100	100	100	0	0
HtScaffold0003:81198-81317	29.1	100	100	0	0	5	0	100	32.5	0	43.3333	0	100	100	100	0	0
HtScaffold0003:8122-8241	30.8	100	100	90.8333	0	100	0	100	0	0	100	100	100	100	100	0	0
HtScaffold0003:81318-81437	34.1	100	100	35	27.5	29.1667	42.5	100	42.5	42.5	0	67.5	100	100	100	42.5	20
HtScaffold0003:81438-81557	35.0	100	100	100	100	100	100	100	100	100	94.1667	100	100	100	100	100	97.5
HtScaffold0003:81558-81677	37.5	100	100	100	50	98.3333	53.3333	100	100	100	50	100	100	100	100	100	15.8333
HtScaffold0003:81678-81797	33.3	100	100	100	9.16667	79.1667	0	100	100	43.3333	0	99.1667	100	100	100	98.3333	0
HtScaffold0003:81798-81917	26.6	100	100	9.16667	0	0	0	44.1667	9.16667	0	0	3.33333	100	9.16667	10	9.16667	0
HtScaffold0003:81918-82037	25.0	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0003:82038-82157	28.3	100	100	0	0	0	0	100	0	0	0	0	100	18.3333	0	0	0
HtScaffold0003:82158-82277	29.1	100	100	0	0	49.1667	0	0.833333	0	0	0	23.3333	100	15	0	0	0
HtScaffold0003:82278-82397	27.5	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
HtScaffold0003:82369-82488	25.0	100	100	0	0	0	0	0	0	0	0	97.5	100	0	0	0	0
HtScaffold0003:8242-8361	26.6	100	100	0	0	22.5	0	100	0	0	28.3333	9.16667	100	26.6667	55.8333	0	0
HtScaffold0003:8331-8450	27.5	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0004:38958-39077	36.6	100	100	100	100	100	100	100	100	100	100	0	100	100	100	0	0
HtScaffold0004:39078-39197	39.1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	0	0
HtScaffold0004:39198-39317	33.3	100	100	100	27.5	100	33.3333	100	100	100	100	50	100	100	100	0	0
HtScaffold0004:39318-39437	28.3	100	100	100	0	100	27.5	100	100	100	100	69.1667	100	100	100	0	0
HtScaffold0004:39438-39557	26.6	100	100	100	0	100	100	100	80.8333	100	100	0	100	100	100	0	0
HtScaffold0004:39558-39677	34.1	100	100	29.1667	5	45.8333	54.1667	100	1.66667	27.5	69.1667	6.66667	100	72.5	81.6667	0	8.33333
HtScaffold0004:39678-39797	34.1	100	63.3333	100	100	88.3333	100	100	100	100	100	100	100	100	100	95.8333	100
HtScaffold0004:39785-39904	30.8	100	0	35.8333	23.3333	19.1667	35	34.1667	23.3333	23.3333	27.5	25	100	23.3333	23.3333	13.3333	27.5
HtScaffold0004:42635-42754	31.6	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0004:43115-43234	30.0	100	100	69.1667	0	0	0	100	0	0	69.1667	0	100	69.1667	69.1667	0	0
HtScaffold0004:43492-43611	39.1	100	100	100	14.1667	100	0	100	100	81.6667	100	72.5	100	100	100	0	0
HtScaffold0004:43612-43731	35.8	100	100	100	100	100	0	100	6.66667	100	100	100	100	100	100	0	0
HtScaffold0004:43732-43851	28.3	100	100	100	58.3333	100	0	100	0	100	100	8.33333	100	100	100	0	0
HtScaffold0004:43852-43971	28.3	100	100	57.5	0	69.1667	0	100	0	40.8333	69.1667	42.5	100	61.6667	61.6667	0	0
HtScaffold0004:43949-44068	38.3	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0004:61114-61233	38.3	100	100	100	100	100	100	100	14.1667	100	100	0	100	100	100	0	0
HtScaffold0004:61234-61353	37.5	100	100	100	31.6667	100	100	100	100	13.3333	100	0	100	100	100	0	0
HtScaffold0004:61278-61397	40.8	100	100	63.3333	0	100	100	100	100	0	100	0	100	100	100	0	0
HtScaffold0004:61831-61950	34.1	100	100	76.6667	79.1667	79.1667	0	100	79.1667	0	79.1667	91.6667	100	79.1667	79.1667	0	49.1667
HtScaffold0004:62050-62169	35.8	100	100	0	0	0	0	100	0	0	100	100	100	100	100	0	0
HtScaffold0004:62170-62289	35.0	100	100	0	0	0	0	100	0	0	10	99.1667	100	5.83333	47.5	0	0
HtScaffold0004:62179-62298	38.3	100	100	0	0	0	0	100	0	0	2.5	91.6667	100	0	40	0	0
HtScaffold0004:62277-62396	22.5	100	100	0	0	0	0	100	0	0	0	10	100	0	10.8333	0	0
HtScaffold0004:64023-64142	30.8	100	100	100	0	0	0	92.5	0	0	0	62.5	100	0	0	0	0
HtScaffold0004:64075-64194	29.1	100	100	100	0	0	0	50	0	0	0	100	100	0	0	0	0
HtScaffold0004:64391-64510	31.6	100	100	100	0	100	35.8333	100	80.8333	0	100	69.1667	100	100	100	0	0
HtScaffold0004:64511-64630	34.1	100	100	100	0	100	100	100	98.3333	68.3333	100	92.5	100	100	100	0	0
HtScaffold0004:64631-64750	39.1	100	100	100	0	100	100	100	93.3333	21.6667	100	0	100	100	100	69.1667	0
HtScaffold0004:64751-64870	37.5	100	100	41.6667	0	100	41.6667	100	0	0	82.5	0	100	100	100	100	0
HtScaffold0004:64759-64878	35.8	100	100	35	0	100	35	100	0	0	75.8333	0	100	100	100	95.8333	0
HtScaffold0004:65071-65190	24.1	100	0	0	0	0	0	5	0	0	0	0	100	0	0	0	0
