																																				
#Gene_Name	Gene_Length	%GC_ref	102-11C_S3_L001_length	126-11c_S9_L001_length	1ES86798_S2_L001_length	1EV02973_S11_L001_length	1EV02981_S8_L001_length	2KK58589_S7_L001_length	2KR049010_S2_L001_length	512022_S1_L001_length	BL37577_S10_L001_length	BL37590_S4_L001_length	C00413_S5_L001_length	C00434_S6_L001_length	CC50362-2_S1_L001_length	CC50362-3_S4_L001_length	IMIN44_S12_L001_length	Undetermined_S0_L001_length	ZL10_S3_L001_length	102-11C_S3_L001_identity	126-11c_S9_L001_identity	1ES86798_S2_L001_identity	1EV02973_S11_L001_identity	1EV02981_S8_L001_identity	2KK58589_S7_L001_identity	2KR049010_S2_L001_identity	512022_S1_L001_identity	BL37577_S10_L001_identity	BL37590_S4_L001_identity	C00413_S5_L001_identity	C00434_S6_L001_identity	CC50362-2_S1_L001_identity	CC50362-3_S4_L001_identity	IMIN44_S12_L001_identity	Undetermined_S0_L001_identity	ZL10_S3_L001_identity
HtGene2225	600	30.5	538	538	0	0	0	0	452	0	0	0	301	538	0	0	0	503	0	100.0	100.0	0	0	0	0	94.9	0	0	0	98.9	98.7	0	100.0	0	98.8	0
HtGene2230	2718	30.5	2718	2718	0	0	0	0	2069	675	0	0	726	2718	0	62	0	2248	0	100.0	100.0	0	0	0	0	91.6	88.0	0	0	98.9	99.0	100.0	99.9	0	100.0	0
HtGene2235	4449	26.2	4445	4386	0	0	0	0	2419	165	0	73	544	4422	65	69	72	2526	0	100.0	99.9	100.0	100.0	100.0	99.6	96.8	93.3	0	100.0	98.7	98.2	100.0	100.0	99.5	99.2	100.0
HtGene2240	6492	30.2	6488	6343	571	0	697	0	5341	992	0	1803	1596	6490	1465	1744	0	5084	0	100.0	100.0	96.8	0	98.3	0	94.2	88.6	100.0	97.2	98.8	98.7	96.6	96.5	97.2	99.5	0
HtGene2242	2445	32.5	2445	2445	628	0	673	230	1902	743	327	921	1482	2445	1092	1308	0	1867	0	100.0	100.0	98.4	0	98.8	92.6	95.4	87.6	97.8	95.7	99.0	98.8	95.3	97.3	0	98.6	0
HtGene2246	7074	35.4	7068	7074	1158	464	1281	302	6965	3245	245	2524	3175	7074	3633	3729	0	6337	0	49.1	49.1	75.8	84.8	72.0	87.3	49.2	64.3	86.2	68.3	57.7	49.0	62.4	63.1	0	50.0	0
HtGene2251	1017	26.2	1016	1017	0	0	0	0	907	69	0	0	0	1017	0	0	51	819	0	52.1	52.1	0	0	0	0	53.4	78.7	0	73.7	72.3	53.0	78.2	74.1	74.7	53.5	0
HtGene2252	10246	29.6	10246	10246	956	0	1248	0	7227	2040	158	2369	6262	10246	2721	2902	0	8687	0	48.0	48.0	79.9	89.0	80.7	90.4	57.8	75.8	88.2	75.0	54.7	48.2	72.4	72.1	0	48.6	0
HtGene2264	1335	28.9	1335	1335	0	0	0	0	136	0	0	0	404	1335	0	0	133	972	0	99.9	100.0	0	0	0	0	97.9	0	0	0	99.4	98.6	0	100.0	100.0	99.9	0
HtGene2267	510	29.6	510	510	0	0	317	0	510	287	0	466	190	510	307	372	0	453	0	51.8	51.8	0	0	61.9	0	51.4	67.0	0	51.1	54.9	52.4	56.8	51.2	0	53.4	0
HtGene2282	447	40.3	447	447	0	0	0	0	431	250	0	0	0	447	0	0	0	379	0	100.0	100.0	0	0	0	0	96.8	87.2	0	0	99.2	99.3	0	0	0	100.0	0
HtGene2285	1116	26.6	1116	999	0	0	0	0	989	658	0	0	528	990	0	0	31	962	0	100.0	99.9	0	0	0	0	94.7	89.2	0	0	99.7	99.5	100.0	0	100.0	100.0	0
HtGene2300	3609	27.8	3609	3609	0	0	0	0	2328	30	0	0	795	3609	0	34	34	2554	0	100.0	100.0	0	0	0	0	97.0	100.0	0	0	99.0	97.8	100.0	100.0	100.0	99.3	0
HtGene2304	2088	29.2	2088	2088	0	0	0	0	1802	110	0	150	378	2088	468	567	11	1547	0	100.0	100.0	100.0	100.0	100.0	0	96.4	90.5	100.0	97.6	99.7	99.5	100.0	95.3	100.0	98.1	0
HtGene2309	537	29.4	537	537	149	102	0	233	233	48	196	233	0	337	233	233	0	459	0	42.5	42.5	51.1	73.0	51.5	51.5	52.4	57.0	54.3	50.2	0	42.0	47.6	47.0	0	40.9	0
HtGene2321	780	28.5	780	780	0	0	0	0	402	0	0	0	0	780	0	0	0	436	0	50.5	50.5	0	0	0	0	63.5	0	0	0	73.0	50.4	0	0	0	54.5	0
HtGene2323	2553	24.2	2551	2553	302	0	298	0	2338	483	158	609	467	2553	521	544	123	2002	0	100.0	100.0	99.1	0	98.1	0	95.6	92.4	100.0	96.8	99.4	99.0	94.2	93.9	100.0	99.8	0
HtGene2329	714	35.4	714	714	593	0	611	489	703	487	311	611	250	714	611	611	0	654	0	50.4	50.4	48.8	64.4	48.9	49.5	50.4	51.1	57.5	48.6	63.1	50.4	49.6	48.9	0	50.2	57.7
HtGene2330	2415	30.1	2415	2415	1213	0	910	318	2414	443	241	1076	886	2415	1534	1564	0	2046	0	51.4	51.4	65.1	86.2	69.5	69.6	51.5	78.3	73.3	65.9	71.7	50.7	62.3	62.5	0	51.4	64.6
HtGene2333	2118	31.4	2116	2118	398	104	202	93	1423	234	59	341	91	2118	498	702	86	1530	0	100.0	100.0	100.0	100.0	100.0	100.0	97.1	90.1	100.0	97.8	99.0	98.7	95.7	98.2	98.7	98.9	0
HtGene2341	2142	29.3	2142	2142	559	0	376	0	1535	252	246	667	530	2142	772	883	0	1357	0	100.0	100.0	95.0	0	97.6	100.0	95.1	87.5	97.7	94.8	99.3	99.2	93.8	92.3	0	100.0	0
HtGene2343	3378	33.5	3378	3378	1324	254	1829	286	3377	1964	378	2646	1854	3378	2339	2269	0	2911	0	100.0	100.0	95.9	96.8	97.2	100.0	93.7	86.9	96.7	94.9	99.6	99.6	92.6	93.5	99.6	99.9	99.7
HtGene2348	2505	32.3	2505	2505	843	0	342	263	2128	487	0	919	1428	2505	1090	1092	0	2234	0	49.8	49.8	72.2	0	76.5	81.4	49.3	75.8	89.1	74.0	54.8	48.2	68.0	71.7	0	48.3	0
HtGene2353	777	35.0	777	777	0	0	0	0	777	0	0	0	143	777	97	0	0	702	0	100.0	99.9	0	0	0	98.6	93.6	0	0	0	99.1	98.7	100.0	100.0	0	99.1	0
HtGene2363	3078	28.2	3078	3078	590	0	555	328	2847	425	0	1028	1656	3078	1298	1156	37	2541	0	48.7	48.7	76.2	0	76.7	84.7	50.2	79.1	79.8	76.0	61.8	49.2	69.1	67.8	93.5	49.3	0
HtGene2365	510	29.4	510	510	121	0	0	0	238	0	0	0	0	510	158	157	0	384	0	49.8	49.8	62.3	0	0	0	51.5	0	0	0	0	49.8	57.9	57.5	0	48.5	0
HtGene2366	2598	34.2	2598	2598	1238	0	1049	668	2565	1629	703	1369	605	2598	1642	1600	143	2258	0	100.0	100.0	96.1	100.0	95.7	98.1	94.9	86.9	98.8	91.5	99.5	99.3	91.9	92.5	99.1	99.2	0
HtGene2370	2373	26.8	2373	2373	0	0	0	0	195	0	0	0	166	2373	0	0	0	1436	0	100.0	100.0	0	0	0	0	100.0	0	0	0	98.0	98.0	99.8	100.0	0	100.0	0
HtGene2380	1176	29.0	1176	1176	0	0	0	0	815	0	0	0	248	1176	0	290	0	1101	0	51.9	51.9	0	0	0	0	60.1	87.8	0	0	81.4	52.1	0	78.8	0	51.7	0
HtGene2392	1455	27.3	1454	1373	0	0	0	0	1077	700	0	226	326	1455	324	469	0	1000	0	100.0	99.9	100.0	100.0	100.0	0	94.9	87.1	0	100.0	99.8	99.0	96.4	97.8	100.0	100.0	0
HtGene2400	1578	30.7	1578	1578	435	0	356	0	1230	164	0	695	941	1578	795	798	0	1471	0	51.2	51.2	69.2	85.7	73.6	0	50.9	74.5	0	67.4	58.4	50.5	66.2	64.3	0	50.6	87.8
HtGene2404	3150	30.3	3150	3150	234	0	145	0	2282	316	0	0	639	3150	265	192	65	2294	0	47.4	47.4	89.9	0	87.6	0	50.6	72.7	0	89.5	61.8	46.9	76.1	80.9	35.5	46.9	0
HtGene2406	2607	28.7	2499	2475	0	0	0	0	1788	55	0	0	973	2483	0	0	0	2037	0	47.8	49.3	89.9	0	0	0	59.1	90.6	0	0	73.5	49.9	88.3	0	96.7	51.2	84.1
HtGene2409	1815	31.7	1815	1815	226	0	316	0	1776	0	0	329	657	1815	450	381	0	1523	0	49.7	49.7	85.1	0	81.4	87.8	51.3	96.9	86.9	78.2	65.0	49.5	71.8	81.2	0	51.0	0
HtGene2412	1407	28.5	1407	1202	0	0	0	0	1001	49	0	157	173	1332	0	282	0	965	0	99.9	100.0	0	0	0	0	94.5	100.0	0	100.0	100.0	99.1	100.0	98.3	0	99.5	0
HtGene2414	3495	24.5	3495	3438	0	0	174	0	2128	0	0	166	529	3394	467	420	0	2751	0	49.8	49.9	71.4	0	92.5	73.4	58.6	80.7	0	90.6	67.2	48.5	72.1	77.2	94.7	48.9	0
HtGene2426	1134	30.9	1134	1134	0	0	0	0	580	50	0	0	412	1134	128	0	0	1025	0	100.0	100.0	0	0	0	0	99.0	98.0	0	0	99.4	99.3	100.0	100.0	0	100.0	0
HtGene2433	3876	30.2	3876	3856	1357	0	1253	211	3839	254	157	2326	1564	3876	2209	2485	0	3518	0	50.5	50.5	70.7	90.6	67.6	86.6	52.0	87.7	78.9	63.0	63.3	51.8	59.4	58.2	0	53.1	0
HtGene2434	2313	28.4	2313	2313	709	0	844	0	2311	323	0	1091	610	2313	1213	1257	0	2027	0	52.6	52.6	73.6	84.3	72.1	80.5	52.2	81.6	88.2	70.0	66.0	51.9	66.8	68.4	0	54.2	0
HtGene2437	1737	30.6	1737	1737	887	0	955	203	1737	877	565	1191	958	1737	1287	1364	0	1541	0	53.0	53.0	61.9	0	65.6	88.7	51.1	60.5	75.0	62.5	60.1	52.1	59.1	54.0	89.7	52.1	0
HtGene2449	2697	32.1	2697	2697	173	0	342	236	2378	1271	252	607	906	2697	950	865	0	2025	0	100.0	100.0	100.0	0	98.1	100.0	95.8	86.2	97.6	99.7	99.1	99.1	96.4	93.8	100.0	99.8	100.0
HtGene2453	1416	24.4	1416	1404	743	138	558	0	1323	212	0	848	0	1416	1242	1239	0	1121	0	100.0	100.0	98.4	100.0	98.1	0	95.5	89.7	100.0	99.0	99.5	99.6	96.3	93.5	0	99.7	0
HtGene2458	1182	27.7	1182	1182	562	0	606	210	1181	624	109	791	731	1182	889	941	0	1063	0	100.0	100.0	100.0	100.0	98.5	100.0	94.9	90.8	100.0	95.9	99.4	99.5	95.3	95.1	0	99.3	0
HtGene2460	1848	30.1	1848	1848	385	0	369	0	1401	382	0	557	841	1848	589	622	0	1672	0	49.6	49.6	80.6	0	77.3	90.8	57.1	69.1	0	74.5	60.5	48.8	67.6	66.2	0	49.2	85.0
HtGene2467	4278	34.3	4278	4278	159	0	151	0	3439	194	0	226	964	4277	826	771	32	3696	0	46.4	46.4	90.6	0	86.9	0	52.8	74.8	0	74.2	63.7	46.3	69.9	63.8	93.8	47.3	0
HtGene2482	2352	26.9	2352	2352	0	0	0	0	1349	263	0	0	150	2175	0	0	20	1732	0	43.6	43.6	0	0	0	80.8	58.1	78.6	0	0	74.6	46.0	81.4	82.7	86.6	44.0	0
HtGene2486	9849	26.2	9848	9817	0	0	0	0	1067	0	0	0	3207	9774	0	0	0	8333	0	49.2	49.2	89.6	0	0	0	71.4	95.9	0	72.6	66.3	48.7	84.0	79.5	86.4	49.5	89.8
HtGene2489	1629	30.8	1629	1629	172	0	161	0	1629	168	0	639	1075	1629	215	442	0	1462	0	51.0	51.0	86.8	0	80.4	0	49.1	83.7	0	64.4	53.8	50.6	76.8	62.9	0	51.2	0
HtGene2496	1860	30.4	1860	1860	499	0	980	168	1860	1403	202	1603	508	1860	1019	1339	0	1649	0	100.0	100.0	98.0	100.0	98.5	98.2	94.8	88.3	100.0	96.9	99.1	99.3	96.1	93.2	0	99.8	0
HtGene2497	978	28.5	870	870	723	163	686	554	870	698	316	870	615	870	870	870	237	814	0	100.0	100.0	95.2	95.5	96.8	99.8	95.7	87.9	96.8	92.2	99.6	99.7	89.8	90.8	91.6	99.3	100.0
HtGene2498	4323	31.6	4323	4323	877	0	931	301	3892	1113	814	1662	1299	4323	1253	1226	0	3875	0	100.0	100.0	98.7	0	98.7	100.0	93.7	88.6	99.4	96.5	99.2	99.1	95.9	96.9	100.0	99.7	0
HtGene2506	1755	29.7	1755	1717	658	0	487	0	1593	822	148	547	0	1755	992	948	0	1525	0	100.0	100.0	96.1	0	95.7	0	94.7	88.9	100.0	95.6	99.6	99.3	93.0	93.3	0	99.5	0
HtGene2509	2628	29.9	2628	2628	0	0	0	0	1996	209	0	0	556	2625	0	222	0	1739	0	100.0	100.0	0	98.6	0	0	96.0	92.1	0	0	99.3	98.8	0	100.0	100.0	99.3	0
HtGene2510	1728	28.7	1728	1728	0	0	0	0	775	0	0	0	693	1728	0	0	0	1271	0	53.4	53.4	0	0	0	0	70.6	0	0	0	64.7	53.3	0	0	0	57.5	0
HtGene2514	1692	31.4	1692	1692	0	0	0	0	832	35	0	0	418	1692	0	0	338	1482	0	48.8	48.8	0	0	0	0	63.2	82.1	0	0	66.7	49.2	62.7	82.5	74.9	49.7	0
HtGene2519	2865	25.4	2865	2847	437	80	225	149	2662	168	139	662	204	2865	852	923	180	1824	0	100.0	100.0	96.1	100.0	99.3	95.3	95.5	90.0	100.0	97.0	99.4	99.1	94.1	94.2	93.5	99.5	100.0
HtGene2523	4086	25.9	4086	3923	133	0	175	0	2612	39	0	645	493	3892	859	908	0	2863	0	100.0	100.0	100.0	0	98.8	100.0	96.9	98.9	0	98.7	98.5	98.7	96.4	94.4	100.0	99.3	0
HtGene2524	5853	26.2	5800	5784	0	0	0	0	2358	45	0	0	572	5683	0	0	0	4038	0	50.4	50.3	81.2	0	0	0	62.3	85.4	0	0	81.9	50.3	82.9	81.6	0	52.5	0
HtGene2525	819	31.1	819	818	416	181	638	0	819	736	237	701	549	819	752	742	0	720	0	48.6	48.6	63.8	69.9	52.8	0	48.5	51.1	59.8	49.2	55.0	48.1	51.2	51.2	0	48.9	0
HtGene2526	624	30.3	624	624	0	0	0	0	273	99	0	0	0	602	0	0	0	437	0	41.3	41.3	0	0	0	0	44.4	41.6	0	0	35.8	40.4	33.3	0	0	42.0	0
HtGene2527	1572	26.1	1466	1398	133	0	133	0	614	133	133	133	615	1364	133	179	0	1125	0	46.8	47.5	53.4	0	52.6	0	54.1	51.1	47.4	52.6	50.6	47.1	53.7	55.7	40.0	47.8	0
HtGene2529	1620	26.7	1620	1618	0	0	0	0	1092	0	0	0	977	1620	321	433	0	1505	0	45.7	45.7	85.9	88.1	0	0	56.0	80.7	0	0	57.8	46.7	73.1	61.5	90.7	46.2	0
HtGene2536	1881	26.3	1881	1881	0	0	0	0	167	0	0	0	904	1873	0	202	55	1450	0	41.6	41.6	0	0	0	84.3	73.5	92.3	0	0	55.1	41.6	81.2	85.1	89.1	43.5	0
HtGene2537	12210	30.4	12117	11959	0	0	117	0	5600	750	0	0	5918	11990	0	501	42	10219	0	47.2	47.1	71.4	93.2	95.5	0	64.3	82.9	90.7	93.6	55.9	47.7	89.7	80.8	91.4	48.4	87.2
HtGene2540	555	30.3	555	555	227	137	335	214	554	370	153	483	411	555	555	554	0	485	0	51.9	51.9	55.2	61.8	66.1	67.6	49.5	59.2	69.1	49.1	59.9	51.0	51.7	52.2	0	51.8	0
HtGene2541	1263	35.1	1263	1263	1052	0	944	713	1263	1137	324	1049	140	1263	1114	1126	0	1108	0	99.9	100.0	96.4	0	97.6	96.8	94.5	85.4	97.0	91.8	99.5	99.7	90.8	90.2	0	98.9	0
HtGene2543	1920	28.8	1920	1920	0	0	0	0	1725	0	0	0	386	1920	220	324	0	1663	0	46.9	46.9	0	0	88.0	91.0	50.1	81.2	85.2	85.9	69.2	46.1	79.0	68.4	0	50.2	0
HtGene2544	1603	25.0	1599	1381	0	0	114	0	960	325	0	206	326	1400	392	438	81	1273	0	50.1	55.9	85.3	0	83.0	0	60.8	77.0	0	81.3	64.2	51.7	79.8	79.4	88.9	57.0	0
HtGene2546	4674	24.4	4668	4608	181	0	204	0	2918	521	0	724	903	4605	644	1166	0	2393	0	100.0	99.8	100.0	0	100.0	100.0	97.0	92.1	100.0	99.2	98.4	98.4	97.2	97.8	100.0	99.6	0
HtGene2548	1596	25.7	1596	1299	285	0	261	282	878	428	0	379	328	1442	346	458	250	701	0	100.0	100.0	92.0	100.0	96.6	100.0	94.7	91.8	100.0	93.6	99.3	98.6	96.0	95.9	100.0	100.0	100.0
HtGene2554	1680	32.3	1680	1680	805	259	1095	559	1678	1099	251	1203	1061	1680	1257	1231	0	1490	0	48.6	48.6	64.2	79.4	59.0	77.4	50.0	55.2	70.9	58.1	59.1	48.6	58.0	59.2	0	50.7	88.2
HtGene2555	3156	33.5	3156	3156	426	0	374	231	2000	228	0	448	1226	3156	477	483	0	2723	0	39.4	39.2	76.7	89.3	82.5	86.1	49.9	73.3	85.4	77.7	49.8	39.9	73.0	69.1	93.9	40.4	0
HtGene2561	1677	28.1	1677	1677	460	0	256	0	1478	420	0	312	548	1677	727	760	0	1469	0	51.3	51.3	78.9	0	85.4	0	54.5	75.4	0	80.9	67.3	50.6	72.2	70.7	90.1	51.2	86.7
HtGene2568	3714	30.9	3714	3714	853	0	375	0	1692	394	270	895	570	3711	1330	1403	0	2552	0	100.0	100.0	97.4	0	98.6	0	94.9	90.4	100.0	96.1	98.8	98.2	93.8	91.1	100.0	99.6	0
HtGene2569	1413	33.5	1413	1413	0	0	0	0	0	0	0	0	416	1387	0	0	0	1211	0	47.1	47.1	0	80.8	0	0	85.8	0	0	0	58.1	47.8	0	0	0	47.3	0
HtGene2572	1015	35.1	1015	1015	0	0	0	0	0	0	0	0	576	1015	0	0	0	922	0	49.9	49.9	0	0	0	0	0	86.4	0	0	54.6	48.7	0	71.4	0	49.9	0
HtGene2580	1392	34.8	1392	1392	953	404	964	268	1324	1102	643	1045	375	1392	1117	1174	278	1278	0	48.6	48.6	57.6	70.5	58.0	64.5	50.6	47.6	63.3	55.5	64.4	48.3	52.1	51.5	77.2	48.1	84.7
HtGene2592	1626	31.1	1626	1626	0	0	0	0	1626	337	0	0	89	1626	155	292	0	1499	0	51.4	51.4	0	0	0	0	52.1	72.8	0	0	79.4	51.0	82.1	77.8	0	53.6	0
HtGene2597	906	24.1	906	906	0	0	0	0	807	260	0	0	0	759	43	0	144	761	0	100.0	100.0	0	0	0	0	94.7	88.6	0	0	100.0	98.8	100.0	100.0	98.6	99.9	0
HtGene2599	1161	37.6	1161	1161	0	0	0	0	0	0	0	0	82	1161	0	0	0	782	0	100.0	100.0	0	0	0	0	0	0	0	0	95.2	96.5	0	100.0	0	100.0	0
HtGene2600	687	30.7	687	687	0	0	0	0	572	12	0	0	275	687	0	0	0	511	0	100.0	100.0	0	0	0	0	96.0	100.0	0	0	99.1	98.8	0	100.0	0	100.0	0
HtGene2601	312	32.4	312	311	0	0	0	0	312	99	0	0	99	312	213	213	0	282	0	39.4	39.4	51.5	0	0	0	42.3	39.4	0	0	39.4	39.4	42.7	45.5	0	42.9	0
HtGene2608	2370	31.5	2369	2370	612	0	497	0	1614	373	247	626	770	2370	721	719	0	1856	0	100.0	100.0	96.9	0	95.8	100.0	95.2	88.3	100.0	94.8	99.1	99.2	93.5	91.6	0	99.3	0
HtGene2613	537	31.5	537	537	0	0	186	0	475	488	0	437	280	537	457	451	0	422	0	45.1	45.1	48.2	0	52.2	0	48.7	45.6	59.0	47.0	52.8	45.4	49.7	51.1	24.3	45.0	0
HtGene2614	1059	29.8	1059	1032	132	0	0	0	617	269	0	0	159	1020	132	138	62	606	0	100.0	99.7	100.0	0	0	0	95.6	90.7	0	0	99.3	98.9	96.9	96.0	100.0	100.0	0
HtGene2615	1479	24.9	1479	1433	0	0	0	0	562	0	0	0	174	1479	387	527	0	1046	0	47.5	47.5	81.2	0	54.8	0	66.3	81.3	0	56.4	74.0	47.6	73.2	73.9	0	50.3	0
HtGene2619	1200	28.4	1198	1118	138	0	224	0	706	115	86	296	0	1200	384	367	40	900	0	100.0	99.8	100.0	0	100.0	100.0	97.3	93.3	100.0	95.2	99.6	98.4	98.1	99.6	100.0	100.0	100.0
HtGene2630	2280	33.0	2280	2280	800	319	1303	303	2280	1923	303	1725	392	2280	1834	2066	0	1985	0	100.0	100.0	96.8	99.6	96.1	100.0	94.4	88.6	98.2	95.9	99.8	99.6	93.3	94.3	88.0	99.6	100.0
HtGene2635	2739	34.0	2739	2739	469	0	548	157	2729	482	94	697	827	2739	828	752	0	2434	0	49.9	49.9	83.1	88.4	78.5	89.2	49.7	78.9	85.3	76.4	70.4	50.0	72.3	72.1	0	51.4	89.2
HtGene2637	378	30.4	378	378	0	0	0	0	320	0	0	0	105	378	0	0	0	315	0	100.0	100.0	100.0	0	0	0	96.6	0	0	0	100.0	100.0	100.0	100.0	0	96.5	0
HtGene2641	3708	26.6	3705	3708	0	0	0	0	2625	140	0	167	532	3708	474	568	0	2300	0	99.9	100.0	100.0	0	0	0	96.5	100.0	0	100.0	98.7	97.8	95.1	96.3	0	99.2	100.0
HtGene2646	1662	30.4	1662	1662	743	0	751	0	1579	1276	0	1290	383	1662	1382	1373	0	1377	0	100.0	100.0	98.0	0	96.8	0	94.1	87.1	100.0	97.9	99.2	99.2	93.5	91.7	0	99.2	0
HtGene2652	4827	32.2	4827	4793	235	0	174	136	2395	601	243	584	1807	4827	512	640	348	3082	97	100.0	100.0	98.9	100.0	100.0	100.0	96.1	95.9	100.0	97.6	98.8	98.8	97.8	97.5	99.6	100.0	100.0
HtGene2659	2412	25.5	2411	2311	0	0	0	0	1358	209	0	0	258	2412	0	0	49	1830	0	100.0	100.0	100.0	0	0	100.0	97.9	100.0	100.0	100.0	98.4	98.6	100.0	100.0	100.0	100.0	100.0
HtGene2669	3621	25.2	3590	3488	179	0	0	0	2362	170	140	183	116	3320	279	479	36	2234	0	99.9	99.9	100.0	0	100.0	0	97.8	99.6	100.0	100.0	98.7	98.5	93.9	95.0	99.3	99.6	0
HtGene2678	1614	31.8	1614	1614	227	0	232	183	1491	408	0	387	951	1614	383	400	0	1416	0	49.4	49.4	79.9	0	76.1	85.4	52.9	72.4	87.1	74.5	50.4	49.7	72.1	77.0	0	50.4	87.0
HtGene2682	6270	31.6	6270	6270	187	0	180	0	5060	589	0	222	997	6270	290	590	184	4881	0	100.0	100.0	96.9	0	100.0	0	95.7	87.2	0	97.0	99.1	98.8	97.5	98.7	97.3	99.6	0
HtGene2683	3399	28.8	3395	3399	453	0	421	216	2601	566	0	510	1190	3365	613	687	0	3056	0	46.9	46.8	84.0	88.6	79.5	85.2	53.6	76.7	0	80.2	62.0	46.9	75.7	77.6	0	48.5	0
HtGene2687	3762	30.5	3762	3761	358	0	513	246	1454	300	253	750	1168	3696	806	1014	118	2161	0	100.0	100.0	95.3	100.0	96.4	94.5	95.8	95.3	97.1	96.0	98.8	98.6	97.6	96.9	100.0	99.7	0
HtGene2693	7638	28.8	7638	7638	263	44	49	0	5392	260	234	274	3739	7626	553	480	294	5924	0	50.9	50.9	91.3	94.0	90.3	92.3	58.6	89.3	91.4	90.0	63.4	51.0	79.3	80.6	88.5	52.0	0
HtGene2696	3612	28.2	3612	3612	288	146	204	0	3319	1641	0	447	1012	3612	1181	1224	0	3013	0	100.0	100.0	99.8	100.0	100.0	99.2	95.3	87.4	100.0	97.9	99.1	99.1	96.7	95.6	0	99.9	0
HtGene2697	744	34.3	744	744	551	0	368	0	744	86	141	491	139	744	744	719	0	640	0	51.6	51.6	58.0	0	63.3	79.2	50.8	70.3	70.4	54.5	71.6	51.5	50.7	49.9	81.2	51.6	0
HtGene2701	5142	21.2	4773	4064	120	141	0	0	1495	114	82	0	550	4286	105	85	96	1434	0	52.9	53.8	30.6	30.9	55.8	32.7	58.6	33.3	34.4	33.0	63.5	53.3	61.2	64.5	33.3	57.2	34.5
HtGene2704	6117	30.2	6116	6050	582	0	466	0	3257	689	231	742	2089	6007	803	835	56	5156	0	50.2	49.8	85.9	95.0	85.2	91.4	62.0	83.8	88.9	84.2	64.9	50.3	82.2	78.2	87.1	51.1	0
HtGene2706	1425	33.3	1425	1425	1074	0	1067	0	1425	1209	527	1239	1052	1425	1259	1270	0	1256	0	99.9	99.9	95.7	100.0	94.5	0	93.6	88.6	100.0	94.6	99.2	99.3	91.2	90.6	0	99.2	99.3
HtGene2712	2565	34.5	2565	2565	1994	0	1889	635	2565	1550	1033	2002	880	2565	2221	2302	0	2261	0	51.6	51.6	51.5	84.9	56.2	69.2	50.1	55.1	59.7	54.9	64.0	51.5	51.6	51.3	0	50.6	0
HtGene2719	7431	29.5	7397	7111	242	0	546	0	5679	1570	210	644	1706	7400	776	952	53	5274	0	100.0	100.0	97.5	0	98.4	100.0	95.6	88.4	100.0	97.6	98.8	98.9	98.0	97.5	100.0	99.7	0
HtGene2731	1506	32.3	1506	1469	0	0	0	0	1241	0	0	0	535	1469	158	0	0	1318	0	99.9	100.0	0	0	100.0	0	93.6	0	0	0	98.5	98.4	97.3	100.0	0	99.5	0
HtGene2732	402	33.3	402	402	0	0	0	0	402	0	0	0	277	402	0	76	0	378	0	44.3	44.3	0	0	0	0	46.3	0	0	0	52.3	44.3	64.9	53.3	0	46.8	0
HtGene2735	9981	31.2	9978	9966	94	0	0	0	3730	830	0	306	4309	9981	260	898	39	8018	0	47.3	47.3	88.9	95.2	92.2	0	66.2	82.0	0	87.8	59.1	47.6	83.2	79.5	93.7	47.9	95.0
HtGene2745	528	38.6	528	528	141	0	0	0	528	0	0	0	294	528	307	308	0	478	0	51.9	51.9	70.0	0	75.4	76.9	51.1	0	0	76.4	65.0	50.9	65.6	59.0	0	49.8	0
HtGene2747	1506	24.1	1506	1506	0	0	0	0	1499	0	0	287	0	1506	0	0	0	1257	0	54.2	54.2	0	0	84.2	0	53.3	0	83.9	81.7	88.4	54.4	85.9	76.3	0	55.0	0
HtGene2748	4230	33.6	4230	4195	776	0	1037	0	3463	1001	173	1051	2504	4142	965	978	45	3460	0	100.0	100.0	97.3	100.0	98.3	100.0	95.9	84.9	100.0	96.3	98.7	98.7	94.8	96.2	100.0	99.9	0
HtGene2751	3396	31.8	3396	3396	1521	0	1418	152	3396	1630	0	1945	1135	3396	2448	2454	0	2943	0	100.0	100.0	97.1	0	97.4	99.7	94.2	86.7	100.0	94.3	99.2	99.4	92.8	93.3	0	99.5	0
HtGene2757	1506	35.1	1506	1506	0	0	0	0	1506	0	0	0	512	1506	205	102	0	1327	0	51.4	51.4	76.4	0	0	0	49.9	85.6	0	88.1	65.7	51.5	80.2	76.5	0	50.6	0
HtGene2758	621	35.1	621	621	0	0	0	0	504	0	0	0	372	621	0	21	0	513	0	47.0	47.0	0	0	0	0	49.0	53.8	0	0	43.3	47.2	0	61.6	0	47.5	0
HtGene2763	1024	22.7	1024	787	178	0	0	0	657	81	0	235	0	862	291	319	38	508	0	100.0	100.0	93.5	0	100.0	0	96.0	90.3	0	95.3	0	98.7	92.6	93.5	100.0	100.0	0
HtGene2771	2994	34.7	2991	2994	0	0	0	0	0	90	0	0	1438	2880	0	0	0	2649	0	49.3	48.1	90.1	89.0	0	87.6	94.4	83.2	0	0	65.7	50.1	0	85.9	88.8	48.4	88.5
HtGene2798	3012	33.3	3011	3012	78	0	383	0	2670	174	184	747	851	3012	735	799	0	2725	0	50.3	50.3	80.1	0	77.3	0	51.6	89.4	89.6	73.6	61.6	49.9	74.6	72.7	0	50.3	87.0
HtGene2799	1071	30.1	1053	1037	0	0	0	0	239	0	0	0	0	1019	0	0	0	896	0	52.8	53.3	0	0	0	0	59.7	0	0	0	68.4	52.8	79.2	65.4	0	53.6	0
