																																																		
#Gene_Name	Gene_Length	%GC_ref	102-11C_S3_L001_length	126-11c_S9_L001_length	1ES86798_S2_L001_length	1EV02973_S11_L001_length	1EV02981_S8_L001_length	2KK58589_S7_L001_length	2KR049010_S2_L001_length	512022_S1_L001_length	BL37577_S10_L001_length	BL37590_S4_L001_length	C00413_S5_L001_length	C00434_S6_L001_length	CC50362-2_S1_L001_length	CC50362-3_S4_L001_length	IMIN44_S12_L001_length	ZL10_S3_L001_length	102-11C_S3_L001_identity	126-11c_S9_L001_identity	1ES86798_S2_L001_identity	1EV02973_S11_L001_identity	1EV02981_S8_L001_identity	2KK58589_S7_L001_identity	2KR049010_S2_L001_identity	512022_S1_L001_identity	BL37577_S10_L001_identity	BL37590_S4_L001_identity	C00413_S5_L001_identity	C00434_S6_L001_identity	CC50362-2_S1_L001_identity	CC50362-3_S4_L001_identity	IMIN44_S12_L001_identity	ZL10_S3_L001_identity	102-11C_S3_L001_coverage	126-11c_S9_L001_coverage	1ES86798_S2_L001_coverage	1EV02973_S11_L001_coverage	1EV02981_S8_L001_coverage	2KK58589_S7_L001_coverage	2KR049010_S2_L001_coverage	512022_S1_L001_coverage	BL37577_S10_L001_coverage	BL37590_S4_L001_coverage	C00413_S5_L001_coverage	C00434_S6_L001_coverage	CC50362-2_S1_L001_coverage	CC50362-3_S4_L001_coverage	IMIN44_S12_L001_coverage	ZL10_S3_L001_coverage
HtGene0264	3096	29.0	3096	3096	863	0	1024	694	2615	0	765	1101	1422	3096	1216	1253	0	0	100.0	100.0	76.1	0.0	89.8	77.5	85.7	0.0	65.3	62.9	72.5	99.1	59.2	54.4	0	0	100.0	100.0	27.9	0.0	33.1	22.4	84.5	0.0	24.7	35.6	45.9	100.0	39.3	40.5	0.0	0.0
HtGene0270	1278	37.9	1278	1278	0	0	229	0	1276	0	0	298	735	1278	192	468	0	0	100.0	100.0	0.0	0	81.7	0.0	90.3	0.0	0.0	65.7	95.3	99.3	23.1	72.8	0	0	100.0	100.0	0.0	0.0	17.9	0.0	99.8	0.0	0.0	23.3	57.5	100.0	15.0	36.6	0.0	0.0
HtGene0274	1818	28.0	1818	1818	0	0	0	0	1189	0	0	51	382	1818	51	51	0	0	100.0	100.0	0.0	0	0	0	76.1	0	0	83.3	41.7	99.0	13.8	84.3	0	0	100.0	100.0	0.0	0.0	0.0	0.0	65.4	0.0	0.0	2.8	21.0	100.0	2.8	2.8	0.0	0.0
HtGene0276	1098	32.1	1098	1098	611	0	371	324	957	141	0	621	304	1098	675	785	0	0	100.0	99.9	81.6	0	50.4	58.7	84.2	25.8	0.0	83.0	31.9	99.5	70.8	74.0	0	0	100.0	100.0	55.6	0.0	33.8	29.5	87.2	12.8	0.0	56.6	27.7	100.0	61.5	71.5	0.0	0.0
HtGene0286	2466	33.3	2466	2466	1960	724	1878	919	2466	2156	1023	2198	855	2466	2465	2466	0	0	100.0	100.0	79.7	63.3	79.5	82.4	94.6	86.1	63.3	78.5	63.4	99.1	87.2	87.2	0	0.0	100.0	100.0	79.5	29.4	76.2	37.3	100.0	87.4	41.5	89.1	34.7	100.0	100.0	100.0	0.0	0.0
HtGene0287	2544	25.5	2544	2541	55	95	98	23	2354	159	112	394	328	2453	607	680	0	85	99.9	99.8	19.1	28.6	23.3	12.8	88.2	27.5	27.2	46.8	33.5	95.2	34.7	49.9	0.0	41.5	100.0	99.9	2.2	3.7	3.9	0.9	92.5	6.2	4.4	15.5	12.9	96.4	23.9	26.7	0.0	3.3
HtGene0289	1071	28.5	1071	1071	449	0	482	0	1071	406	109	853	450	1071	704	887	0	0	100.0	100.0	74.2	0.0	53.5	0	93.1	49.3	20.3	81.8	57.6	99.1	69.5	85.6	0	0	100.0	100.0	41.9	0.0	45.0	0.0	100.0	37.9	10.2	79.6	42.0	100.0	65.7	82.8	0.0	0.0
HtGene0297	930	31.3	930	930	586	0	492	0	921	200	371	555	265	930	683	725	0	0	100.0	100.0	74.1	0	79.1	0	91.0	51.0	59.3	71.9	98.9	99.0	81.3	81.4	0	0	100.0	100.0	63.0	0.0	52.9	0.0	99.0	21.5	39.9	59.7	28.5	100.0	73.4	78.0	0.0	0.0
HtGene0302	1254	29.4	1254	1254	206	0	402	0	1246	0	250	862	390	1254	929	963	0	0	99.8	99.8	33.2	0	73.8	0	90.5	0	38.9	78.4	40.3	99.0	80.7	80.1	0	0.0	100.0	100.0	16.4	0.0	32.1	0.0	99.4	0.0	19.9	68.7	31.1	100.0	74.1	76.8	0.0	0.0
HtGene0308	555	27.7	555	555	0	0	0	0	507	216	0	0	330	555	0	0	0	0	100.0	100.0	0	0	0.0	0	81.8	87.1	0	0	66.7	98.9	0	0.0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	91.4	38.9	0.0	0.0	59.5	100.0	0.0	0.0	0.0	0.0
HtGene0309	4854	34.5	4854	4852	1493	0	1759	906	4465	785	1564	2556	981	4854	2552	2848	0	0	99.9	99.9	56.0	0.0	79.9	62.5	87.4	74.4	62.3	82.7	58.8	98.8	75.6	76.6	0.0	0	100.0	100.0	30.8	0.0	36.2	18.7	92.0	16.2	32.2	52.7	20.2	100.0	52.6	58.7	0.0	0.0
HtGene0313	642	37.9	642	642	375	0	371	0	642	89	173	371	280	642	640	640	0	0	99.8	100.0	55.1	0.0	82.7	0	93.3	84.0	41.2	57.7	43.5	99.2	84.3	84.3	0.0	0	100.0	100.0	58.4	0.0	57.8	0.0	100.0	13.9	26.9	57.8	43.6	100.0	99.7	99.7	0.0	0.0
HtGene0316	3825	28.6	3825	3825	238	0	0	0	2325	290	0	258	1651	3725	777	734	0	0	100.0	100.0	44.0	0.0	0.0	0	85.1	61.6	0.0	34.3	70.9	96.4	53.9	55.0	0	0.0	100.0	100.0	6.2	0.0	0.0	0.0	60.8	7.6	0.0	6.7	43.2	97.4	20.3	19.2	0.0	0.0
HtGene0318	3585	29.6	3585	3585	427	0	448	144	3585	126	0	602	1098	3585	632	648	0	0	100.0	100.0	52.0	0.0	64.6	50.8	91.5	84.1	0	47.3	75.4	99.1	58.9	51.7	0.0	0	100.0	100.0	11.9	0.0	12.5	4.0	100.0	3.5	0.0	16.8	30.6	100.0	17.6	18.1	0.0	0.0
HtGene0320	939	33.1	939	939	226	0	211	0	916	0	0	271	397	939	335	348	0	0	100.0	100.0	74.9	0	83.0	0	88.6	0	0	81.2	60.8	99.1	51.7	58.0	0	0	100.0	100.0	24.1	0.0	22.5	0.0	97.6	0.0	0.0	28.9	42.3	100.0	35.7	37.1	0.0	0.0
HtGene0328	1077	30.2	1077	1077	821	0	172	189	955	471	0	547	308	1077	867	863	0	0	100.0	100.0	84.4	0	48.3	52.1	87.2	86.5	0.0	65.1	51.7	99.0	80.2	88.1	0	0.0	100.0	100.0	76.2	0.0	16.0	17.5	88.7	43.7	0.0	50.8	28.6	100.0	80.5	80.1	0.0	0.0
HtGene0341	687	34.2	687	687	181	0	0	0	686	0	0	239	121	686	239	239	0	0	100.0	100.0	68.7	0	0.0	0.0	92.3	0.0	0.0	59.9	44.3	99.4	85.0	32.4	0	0	100.0	100.0	26.3	0.0	0.0	0.0	99.9	0.0	0.0	34.8	17.6	99.9	34.8	34.8	0.0	0.0
HtGene0351	678	30.1	678	678	0	0	0	0	0	0	0	0	238	678	0	0	0	0	99.9	100.0	0	0	0	0	0	0	0	0	47.3	98.4	0.0	0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.1	100.0	0.0	0.0	0.0	0.0
HtGene0364	5946	32.1	5946	5946	2725	537	1754	1009	5472	1181	1281	2702	1856	5696	4348	4074	450	331	100.0	99.9	69.7	61.8	60.6	64.7	88.7	66.5	65.3	67.9	53.1	96.1	77.1	70.9	96.6	44.3	100.0	100.0	45.8	9.0	29.5	17.0	92.0	19.9	21.5	45.4	31.2	95.8	73.1	68.5	7.6	5.6
HtGene0365	828	29.5	828	828	0	0	0	0	723	0	0	143	104	828	0	0	0	0	100.0	100.0	0	0	0	0	79.6	0	0	59.6	44.5	97.9	0.0	0.0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	87.3	0.0	0.0	17.3	12.6	100.0	0.0	0.0	0.0	0.0
HtGene0369	1683	30.0	1683	1683	370	0	250	0	1683	0	0	358	618	1683	472	466	0	0	100.0	100.0	85.6	0	55.2	0	92.7	0.0	0	65.4	54.4	98.5	38.8	38.6	0	0.0	100.0	100.0	22.0	0.0	14.9	0.0	100.0	0.0	0.0	21.3	36.7	100.0	28.0	27.7	0.0	0.0
HtGene0380	450	34.2	450	450	103	0	0	0	376	0	0	237	85	450	289	323	0	0	100.0	100.0	57.9	0	0	0	89.9	0	0	68.1	52.9	99.1	68.9	75.8	0	0	100.0	100.0	22.9	0.0	0.0	0.0	83.6	0.0	0.0	52.7	18.9	100.0	64.2	71.8	0.0	0.0
HtGene0383	1365	28.2	1350	1290	493	0	647	249	1059	260	272	842	301	1207	595	595	0	0	98.8	94.5	71.4	0	66.3	75.5	78.5	63.4	68.3	85.5	63.7	94.9	56.5	63.9	0	0	98.9	94.5	36.1	0.0	47.4	18.2	77.6	19.0	19.9	61.7	22.1	88.4	43.6	43.6	0.0	0.0
HtGene0386	2997	28.9	2997	2983	480	100	487	179	2584	35	28	455	1108	2990	827	874	61	105	100.0	99.9	53.1	65.8	71.2	62.4	88.1	20.7	23.7	44.9	52.1	98.6	61.5	52.3	72.6	89.7	100.0	99.5	16.0	3.3	16.2	6.0	86.2	1.2	0.9	15.2	37.0	99.8	27.6	29.2	2.0	3.5
HtGene0388	1731	31.9	1731	1731	672	0	526	48	1683	303	321	797	556	1731	918	930	0	0	100.0	100.0	67.0	0	86.1	97.9	88.5	58.4	46.0	71.0	98.9	98.8	84.2	71.6	0	0	100.0	100.0	38.8	0.0	30.4	2.8	97.2	17.5	18.5	46.0	32.1	100.0	53.0	53.7	0.0	0.0
HtGene0390	684	34.4	684	684	360	0	224	0	684	160	0	317	87	684	667	675	0	0	100.0	100.0	62.7	0	71.6	0	93.0	36.2	0	56.0	71.3	99.3	84.9	85.6	0.0	0	100.0	100.0	52.6	0.0	32.7	0.0	100.0	23.4	0.0	46.3	12.7	100.0	97.5	98.7	0.0	0.0
HtGene0392	5073	31.2	5073	5073	1882	529	1720	464	4744	639	801	2193	1240	5072	2701	2740	23	0	100.0	100.0	74.8	48.7	72.9	32.9	85.8	46.4	63.4	71.9	60.2	99.0	76.8	76.9	8.4	0	100.0	100.0	37.1	10.4	33.9	9.1	93.5	12.6	15.8	43.2	24.4	100.0	53.2	54.0	0.5	0.0
HtGene0393	6060	28.6	6060	6060	1360	0	1308	131	5866	493	103	1903	2205	6060	2934	3169	0	0	100.0	100.0	53.9	0.0	58.8	22.8	89.0	51.6	47.1	46.3	60.5	99.0	62.5	67.8	0	0	100.0	100.0	22.4	0.0	21.6	2.2	96.8	8.1	1.7	31.4	36.4	100.0	48.4	52.3	0.0	0.0
HtGene0395	3651	32.7	3557	3557	782	0	771	0	3567	1000	329	1594	1218	3557	2092	2259	0	0	100.0	100.0	39.8	0.0	68.1	0.0	91.2	53.4	25.9	72.3	67.5	99.2	72.9	65.4	0	0.0	97.4	97.4	21.4	0.0	21.1	0.0	97.7	27.4	9.0	43.7	33.4	97.4	57.3	61.9	0.0	0.0
HtGene0397	3000	33.3	3000	3000	649	0	776	288	2856	216	396	1022	1390	3000	1425	1422	0	0	100.0	100.0	52.6	0	56.8	38.6	86.4	37.7	49.3	76.8	62.6	99.2	68.7	65.1	0	0	100.0	100.0	21.6	0.0	25.9	9.6	95.2	7.2	13.2	34.1	46.3	100.0	47.5	47.4	0.0	0.0
HtGene0399	29358	31.2	29358	29282	1033	334	1177	209	25737	1057	404	2644	12894	29354	3655	4655	384	241	100.0	99.8	35.0	33.4	39.7	17.0	85.1	35.8	32.8	45.9	69.1	98.7	32.1	35.9	53.4	48.7	100.0	99.7	3.5	1.1	4.0	0.7	87.7	3.6	1.4	9.0	43.9	100.0	12.4	15.9	1.3	0.8
HtGene0401	2412	32.4	2412	2412	510	0	0	0	1969	362	0	0	1641	2412	933	1032	0	0	100.0	100.0	67.6	0	0.0	0	87.8	59.2	0	0.0	74.6	98.8	51.9	74.2	0	0.0	100.0	100.0	21.1	0.0	0.0	0.0	81.6	15.0	0.0	0.0	68.0	100.0	38.7	42.8	0.0	0.0
HtGene0404	1776	31.6	1776	1776	1191	154	1194	557	1752	711	634	1519	730	1776	1635	1634	29	34	100.0	100.0	80.0	65.6	82.0	89.0	92.3	69.1	57.2	82.3	90.0	99.3	86.3	85.6	93.5	29.3	100.0	100.0	67.1	8.7	67.2	31.4	98.6	40.0	35.7	85.5	41.1	100.0	92.1	92.0	1.6	1.9
HtGene0405	1200	32.1	1200	1184	1136	184	1156	924	1183	704	738	1175	569	1184	1160	1151	201	146	100.0	100.0	88.1	52.2	86.9	88.1	92.8	60.1	70.4	88.3	87.3	99.5	87.7	85.6	50.2	89.3	100.0	98.7	94.7	15.3	96.3	77.0	98.6	58.7	61.5	97.9	47.4	98.7	96.7	95.9	16.8	12.2
HtGene0406	2877	30.6	2877	2702	1477	448	1132	326	2540	1172	248	1783	912	2877	1958	2083	129	73	100.0	93.9	69.6	35.2	73.1	29.8	84.4	77.6	23.4	82.4	50.7	99.0	75.9	86.0	88.4	50.0	100.0	93.9	51.3	15.6	39.3	11.3	88.3	40.7	8.6	62.0	31.7	100.0	68.1	72.4	4.5	2.5
HtGene0407	1098	29.3	1098	1098	521	0	546	0	1072	0	0	825	214	1098	951	915	0	0	100.0	100.0	79.1	0	64.3	0	90.4	0.0	0.0	73.9	23.7	99.5	76.2	84.3	0	0	100.0	100.0	47.4	0.0	49.7	0.0	97.6	0.0	0.0	75.1	19.5	100.0	86.6	83.3	0.0	0.0
HtGene0428	1485	35.4	1485	1485	1280	533	1303	959	1485	1434	1044	1367	505	1485	1374	1374	0	0	100.0	100.0	84.9	63.1	86.3	72.3	95.6	86.8	75.5	84.5	62.4	99.6	84.6	90.3	0.0	0.0	100.0	100.0	86.2	35.9	87.7	64.6	100.0	96.6	70.3	92.1	34.0	100.0	92.5	92.5	0.0	0.0
HtGene0431	834	27.6	834	833	0	0	0	0	0	0	0	0	280	833	0	0	0	0	100.0	99.8	0	0	0	0	0.0	0	0	0	62.9	96.0	0	0.0	0	0	100.0	99.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.6	99.9	0.0	0.0	0.0	0.0
HtGene0432	1557	32.1	1557	1557	0	0	0	0	0	0	0	0	450	1557	0	0	0	0	100.0	99.9	0	0	0	0	0.0	0.0	0	0	31.5	96.2	0.0	0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.9	100.0	0.0	0.0	0.0	0.0
HtGene0442	2802	33.9	2802	2802	1995	456	1786	578	2802	1956	753	2154	1943	2802	2655	2658	0	0	100.0	100.0	80.9	25.0	77.2	43.0	93.9	73.9	48.5	78.5	77.7	99.5	85.1	84.3	0.0	0	100.0	100.0	71.2	16.3	63.7	20.6	100.0	69.8	26.9	76.9	69.3	100.0	94.8	94.9	0.0	0.0
HtGene0443	381	34.6	381	381	222	202	222	222	380	0	212	222	0	381	286	286	0	0	100.0	100.0	86.5	82.3	87.4	86.5	92.4	0	82.4	87.4	0.0	98.7	86.0	89.5	0	0	100.0	100.0	58.3	53.0	58.3	58.3	99.7	0.0	55.6	58.3	0.0	100.0	75.1	75.1	0.0	0.0
HtGene0444	2007	32.2	2007	1959	609	0	647	228	1708	162	304	1046	1010	1962	905	1057	0	0	100.0	98.3	67.0	0.0	56.2	88.2	88.3	45.1	55.9	79.9	82.2	96.7	78.7	69.7	0.0	0.0	100.0	97.6	30.3	0.0	32.2	11.4	85.1	8.1	15.1	52.1	50.3	97.8	45.1	52.7	0.0	0.0
HtGene0447	1674	37.3	1674	1674	374	0	413	0	1660	134	130	377	725	1674	635	895	76	0	99.9	100.0	65.8	0.0	60.0	0.0	89.5	28.4	34.0	52.1	53.1	99.2	61.6	61.3	74.3	0	100.0	100.0	22.3	0.0	24.7	0.0	99.2	8.0	7.8	22.5	43.3	100.0	37.9	53.5	4.5	0.0
HtGene0450	3144	31.0	3144	3144	562	0	1316	209	3144	368	342	1764	1371	3144	1625	2056	39	0	100.0	100.0	51.5	0.0	68.0	77.8	92.8	48.0	36.3	74.5	54.7	99.5	65.7	84.7	100.0	0.0	100.0	100.0	17.9	0.0	41.9	6.6	100.0	11.7	10.9	56.1	43.6	100.0	51.7	65.4	1.2	0.0
HtGene0451	2967	30.2	2967	2967	620	0	722	229	2692	142	214	1297	1112	2967	1793	1548	0	0	100.0	99.9	43.8	0	50.7	39.6	89.1	17.3	41.1	84.7	53.4	99.3	70.7	89.2	0	0	100.0	100.0	20.9	0.0	24.3	7.7	90.7	4.8	7.2	43.7	37.5	100.0	60.4	52.2	0.0	0.0
HtGene0454	2550	31.1	2550	2550	1297	101	1130	571	1965	1092	890	1303	1051	2550	1318	1386	84	89	100.0	100.0	88.4	20.4	82.3	55.0	86.4	75.7	86.3	83.2	87.3	98.8	83.4	84.3	97.7	98.9	100.0	100.0	50.9	4.0	44.3	22.4	77.1	42.8	34.9	51.1	41.2	100.0	51.7	54.4	3.3	3.5
HtGene0457	4065	29.7	4065	4065	653	195	1121	0	3009	396	206	1505	1043	4065	1852	1651	0	0	100.0	100.0	55.6	26.0	57.9	0.0	89.0	64.4	91.3	81.1	65.2	99.3	60.2	70.9	0	0	100.0	100.0	16.1	4.8	27.6	0.0	74.0	9.7	5.1	37.0	25.7	100.0	45.6	40.6	0.0	0.0
HtGene0470	4806	24.6	4775	4529	284	47	370	53	2531	54	235	477	1281	4647	609	573	0	43	99.4	95.9	52.0	90.2	86.3	60.2	70.7	82.8	73.0	79.6	80.6	96.3	76.7	57.3	0.0	71.7	99.4	94.2	5.9	1.0	7.7	1.1	52.7	1.1	4.9	9.9	26.7	96.7	12.7	11.9	0.0	0.9
HtGene0471	2391	31.7	2391	2295	211	22	231	38	2240	605	23	594	933	2294	805	1091	0	26	100.0	96.0	35.6	5.3	25.7	72.9	87.1	69.6	29.1	58.1	74.4	98.9	39.2	54.5	0.0	22.6	100.0	96.0	8.8	0.9	9.7	1.6	93.7	25.3	1.0	24.8	39.0	95.9	33.7	45.6	0.0	1.1
HtGene0472	2145	25.8	2145	2145	120	0	100	33	2135	0	0	462	422	2145	462	558	0	0	100.0	100.0	69.5	0	42.8	97.1	92.1	0.0	0	68.2	59.0	99.3	72.5	44.5	0	0.0	100.0	100.0	5.6	0.0	4.7	1.5	99.5	0.0	0.0	21.5	19.7	100.0	21.5	26.0	0.0	0.0
HtGene0476	3459	27.0	3372	3307	809	788	1021	254	3228	1640	476	1428	857	3338	1883	2097	0	0	99.7	98.2	64.9	48.4	60.0	81.7	91.3	70.0	63.3	59.3	50.7	95.8	74.6	70.9	0	0	97.5	95.6	23.4	22.8	29.5	7.3	93.3	47.4	13.8	41.3	24.8	96.5	54.4	60.6	0.0	0.0
HtGene0481	705	28.8	705	696	143	0	210	105	696	146	228	294	293	696	691	691	0	0	100.0	98.7	38.6	0	60.8	48.4	94.7	45.5	91.3	64.6	100.0	99.9	87.8	88.1	0	0	100.0	98.7	20.3	0.0	29.8	14.9	98.7	20.7	32.3	41.7	41.6	98.7	98.0	98.0	0.0	0.0
HtGene0498	1359	35.8	1359	1359	868	112	1181	397	1359	672	877	1261	294	1359	1294	1307	0	0	99.9	100.0	68.6	88.4	85.2	43.6	92.5	57.5	82.4	84.3	71.0	99.2	83.8	84.0	0	0	100.0	100.0	63.9	8.2	86.9	29.2	100.0	49.4	64.5	92.8	21.6	100.0	95.2	96.2	0.0	0.0
HtGene0509	831	34.8	831	831	545	404	545	0	813	452	0	631	403	831	769	750	0	0	99.9	100.0	69.6	84.2	81.1	0.0	94.6	68.4	0	79.6	66.9	99.6	80.8	84.6	0	0	100.0	100.0	65.6	48.6	65.6	0.0	97.8	54.4	0.0	75.9	48.5	100.0	92.5	90.3	0.0	0.0
HtGene0510	933	31.6	933	918	458	0	403	0	855	238	182	417	218	933	604	632	0	0	100.0	98.4	72.9	0	83.8	0.0	91.6	55.7	31.4	61.6	40.3	99.7	69.8	63.3	0	0	100.0	98.4	49.1	0.0	43.2	0.0	91.6	25.5	19.5	44.7	23.4	100.0	64.7	67.7	0.0	0.0
HtGene0521	1386	33.3	1386	1373	1172	0	1147	168	1386	994	302	1328	135	1386	1386	1386	0	0	100.0	99.1	82.7	0	84.2	31.4	93.4	68.8	37.4	86.1	36.5	99.4	89.3	89.3	0	0	100.0	99.1	84.6	0.0	82.8	12.1	100.0	71.7	21.8	95.8	9.7	100.0	100.0	100.0	0.0	0.0
HtGene0526	678	35.7	678	678	666	245	666	332	678	645	448	666	248	678	666	666	0	0	100.0	100.0	89.2	50.5	90.1	57.4	96.5	90.1	82.1	88.3	56.8	99.7	88.1	88.1	0	0	100.0	100.0	98.2	36.1	98.2	49.0	100.0	95.1	66.1	98.2	36.6	100.0	98.2	98.2	0.0	0.0
HtGene0529	708	26.3	708	708	47	0	5	369	590	174	0	327	0	708	307	306	0	0	100.0	100.0	18.9	0.0	1.6	90.5	94.6	88.3	0.0	84.4	0	98.2	71.7	60.2	0	0	100.0	100.0	6.6	0.0	0.7	52.1	83.3	24.6	0.0	46.2	0.0	100.0	43.4	43.2	0.0	0.0
HtGene0532	3048	30.2	3048	3048	1163	0	1066	147	3015	349	535	1884	1404	3048	1907	2161	0	0	100.0	100.0	61.6	0.0	62.5	39.3	92.0	45.8	38.6	80.5	84.9	99.2	75.5	86.4	0	0	100.0	100.0	38.2	0.0	35.0	4.8	98.9	11.5	17.6	61.8	46.1	100.0	62.6	70.9	0.0	0.0
HtGene0533	1032	28.9	1032	1032	450	0	326	0	1032	330	296	615	336	1032	709	959	0	0	99.9	100.0	76.2	0	56.7	0.0	91.9	78.7	50.9	81.6	64.1	99.1	73.5	87.7	0	0	100.0	100.0	43.6	0.0	31.6	0.0	100.0	32.0	28.7	59.6	32.6	100.0	68.7	92.9	0.0	0.0
HtGene0534	2019	38.4	2019	2019	2019	614	2015	933	2019	1979	1309	2019	629	2019	2019	2019	313	106	99.9	100.0	89.4	41.9	89.1	61.9	94.6	87.0	66.3	88.6	68.3	99.7	89.2	89.2	64.6	84.0	100.0	100.0	100.0	30.4	99.8	46.2	100.0	98.0	64.8	100.0	31.2	100.0	100.0	100.0	15.5	5.3
HtGene0539	5859	32.1	5834	5724	850	0	763	288	2396	498	320	868	1635	5810	860	972	0	0	99.4	99.3	85.7	0.0	75.1	42.4	70.8	50.1	32.4	67.5	47.7	97.5	51.6	35.7	0	0.0	99.6	97.7	14.5	0.0	13.0	4.9	40.9	8.5	5.5	14.8	27.9	99.2	14.7	16.6	0.0	0.0
HtGene0544	1338	30.8	1338	1338	0	0	0	0	1283	0	0	0	186	1338	0	0	0	0	100.0	100.0	0.0	0.0	0	0	83.8	0.0	0.0	0	24.9	99.2	0	0.0	0	0.0	100.0	100.0	0.0	0.0	0.0	0.0	95.9	0.0	0.0	0.0	13.9	100.0	0.0	0.0	0.0	0.0
HtGene0546	966	32.6	966	966	0	0	468	0	964	0	0	555	613	966	292	494	0	0	100.0	100.0	0	0	64.8	0	88.4	0	0.0	70.3	69.1	99.0	53.7	50.9	0	0.0	100.0	100.0	0.0	0.0	48.4	0.0	99.8	0.0	0.0	57.5	63.5	100.0	30.2	51.1	0.0	0.0
HtGene0549	2010	28.8	2010	1932	242	0	367	0	1908	0	0	662	390	2010	401	386	0	0	100.0	96.1	63.2	0	52.5	0	90.5	0.0	0.0	81.1	74.5	98.9	42.8	31.4	0	0	100.0	96.1	12.0	0.0	18.3	0.0	94.9	0.0	0.0	32.9	19.4	100.0	20.0	19.2	0.0	0.0
HtGene0553	1938	26.4	1938	1848	62	0	292	0	1938	0	207	372	516	1938	837	1171	0	0	100.0	95.4	18.0	0.0	68.0	0	92.0	0	87.0	49.0	48.9	99.7	58.0	79.4	0	0	100.0	95.4	3.2	0.0	15.1	0.0	100.0	0.0	10.7	19.2	26.6	100.0	43.2	60.4	0.0	0.0
HtGene0562	11103	30.7	11103	11049	632	40	306	150	3287	26	297	804	1655	11067	1024	1153	85	0	99.9	99.4	48.0	100.0	50.9	31.9	55.2	6.6	81.6	62.6	47.5	97.8	48.8	54.6	59.0	0	100.0	99.5	5.7	0.4	2.8	1.4	29.6	0.2	2.7	7.2	14.9	99.7	9.2	10.4	0.8	0.0
HtGene0570	1173	34.1	1173	1173	734	164	332	135	1173	0	0	833	549	1173	939	936	0	0	100.0	100.0	71.5	89.0	38.6	53.0	92.0	0	0.0	76.4	73.0	99.5	75.3	87.6	0	0	100.0	100.0	62.6	14.0	28.3	11.5	100.0	0.0	0.0	71.0	46.8	100.0	80.1	79.8	0.0	0.0
HtGene0573	912	27.4	912	912	588	0	651	249	912	443	297	897	231	912	907	907	0	0	100.0	100.0	74.0	0	66.1	45.8	94.0	56.4	80.5	87.5	43.1	99.6	88.5	88.6	0	0	100.0	100.0	64.5	0.0	71.4	27.3	100.0	48.6	32.6	98.4	25.3	100.0	99.5	99.5	0.0	0.0
HtGene0575	402	38.6	402	402	402	130	402	326	402	402	210	402	326	402	402	402	0	0	100.0	100.0	90.8	46.0	91.8	91.7	96.3	90.5	85.5	91.8	84.4	99.8	90.8	90.8	0	0	100.0	100.0	100.0	32.3	100.0	81.1	100.0	100.0	52.2	100.0	81.1	100.0	100.0	100.0	0.0	0.0
HtGene0584	4032	34.4	4032	4014	603	0	878	0	3926	874	0	1607	2085	4014	2168	2830	0	23	100.0	99.6	43.1	0	52.3	0.0	91.8	60.9	0.0	51.0	67.5	98.8	63.1	68.5	0.0	7.2	100.0	99.6	15.0	0.0	21.8	0.0	97.4	21.7	0.0	39.9	51.7	99.6	53.8	70.2	0.0	0.6
HtGene0599	2025	29.1	2025	2022	61	76	82	43	1836	81	33	430	248	2025	644	721	0	0	100.0	99.7	11.2	49.7	64.1	32.5	86.2	83.2	51.6	59.5	35.0	99.0	57.4	55.1	0.0	0.0	100.0	99.9	3.0	3.8	4.0	2.1	90.7	4.0	1.6	21.2	12.2	100.0	31.8	35.6	0.0	0.0
HtGene0612	2964	27.8	2964	2964	0	0	0	0	2751	0	0	0	1562	2964	671	747	0	0	100.0	100.0	0.0	0	0	0.0	87.5	0.0	0.0	0.0	58.0	98.6	59.4	44.6	0	0	100.0	100.0	0.0	0.0	0.0	0.0	92.8	0.0	0.0	0.0	52.7	100.0	22.6	25.2	0.0	0.0
HtGene0634	4464	30.8	4410	4210	1108	109	1161	406	3848	551	594	1470	743	4330	1626	1621	217	87	99.4	96.3	59.7	96.5	74.6	38.4	80.6	52.2	62.5	83.5	35.7	97.3	83.7	75.0	43.7	20.0	98.8	94.3	24.8	2.4	26.0	9.1	86.2	12.3	13.3	32.9	16.6	97.0	36.4	36.3	4.9	1.9
HtGene0644	960	35.7	960	960	513	324	538	86	955	615	209	701	711	960	810	810	175	0	100.0	100.0	62.0	59.2	58.4	25.0	94.1	80.5	53.8	76.2	91.5	98.9	84.1	82.7	86.3	0.0	100.0	100.0	53.4	33.8	56.0	9.0	99.5	64.1	21.8	73.0	74.1	100.0	84.4	84.4	18.2	0.0
HtGene0646	588	32.3	588	588	0	0	180	0	587	0	0	370	0	588	194	194	0	0	100.0	100.0	0.0	0	83.1	0	90.0	0	0.0	66.3	0	99.1	40.7	48.9	0	0	100.0	100.0	0.0	0.0	30.6	0.0	99.8	0.0	0.0	62.9	0.0	100.0	33.0	33.0	0.0	0.0
